,subject_1,subject_2,subject_3,gender
2631,38,20,4,0
2632,56,42,53,1
2633,15,66,54,1
2634,41,91,7,1
2635,79,68,39,1
2636,46,48,75,1
2637,66,5,79,1
2638,75,52,38,1
2639,97,15,90,1
2640,50,54,57,1
2641,14,58,75,1
2642,2,2,51,0
2643,53,59,24,1
2644,38,81,80,1
2645,26,44,41,1
2646,5,6,85,1
2647,14,63,7,0
2648,20,9,24,0
2649,29,52,88,1
2650,74,46,18,0
2651,97,54,53,1
2652,57,77,37,1
2653,23,13,31,0
2654,76,37,85,1
2655,26,54,2,0
2656,64,36,45,1
2657,72,94,35,1
2658,81,94,72,1
2659,54,98,4,1
2660,73,65,34,1
2661,51,15,13,0
2662,34,10,46,0
2663,89,49,95,1
2664,47,33,68,1
2665,27,25,21,0
2666,56,14,96,1
2667,85,62,40,1
2668,51,11,47,0
2669,25,18,89,1
2670,26,15,96,1
2671,73,88,15,1
2672,50,56,63,1
2673,81,83,70,1
2674,6,93,33,1
2675,31,71,27,1
2676,20,80,16,1
2677,77,12,15,0
2678,46,38,84,1
2679,80,92,56,1
2680,11,46,2,0
2681,85,57,35,1
2682,36,94,34,1
2683,61,44,90,1
2684,65,73,90,1
2685,77,81,83,1
2686,85,54,22,1
2687,89,78,53,1
2688,35,36,24,0
2689,92,1,56,1
2690,8,8,97,1
2691,89,23,61,1
2692,31,55,9,0
2693,15,98,92,1
2694,49,38,80,1
2695,80,41,39,1
2696,53,46,25,0
2697,78,7,21,0
2698,19,96,34,1
2699,39,9,39,0
2700,49,27,47,1
2701,13,65,82,1
2702,6,12,90,1
2703,66,21,2,0
2704,37,83,39,1
2705,63,59,9,0
2706,6,96,28,1
2707,56,51,44,1
2708,7,34,87,1
2709,78,10,90,1
2710,9,17,24,0
2711,72,58,41,1
2712,32,55,56,1
2713,38,93,67,1
2714,91,37,31,1
2715,43,33,94,1
2716,83,97,8,1
2717,18,49,30,0
2718,16,73,88,1
2719,22,67,97,1
2720,1,19,49,0
2721,34,22,49,1
2722,75,89,90,1
2723,28,9,9,0
2724,63,99,37,1
2725,13,91,27,1
2726,7,11,79,1
2727,35,6,85,1
2728,56,91,67,1
2729,77,27,7,0
2730,16,97,41,1
2731,57,42,68,1
2732,76,26,17,0
2733,55,10,97,1
2734,14,71,28,1
2735,14,76,3,0
2736,90,39,2,0
2737,3,76,96,1
2738,93,30,18,0
2739,32,43,93,1
2740,78,65,19,1
2741,4,44,42,0
2742,24,29,99,1
2743,55,60,81,1
2744,13,43,65,1
2745,46,34,88,1
2746,39,17,35,0
2747,97,63,84,1
2748,25,44,4,0
2749,60,35,55,1
2750,53,32,6,0
2751,56,61,46,1
2752,85,29,80,1
2753,40,27,32,0
2754,37,76,22,1
2755,19,17,49,0
2756,23,92,74,1
2757,79,87,88,1
2758,6,4,63,0
2759,11,28,55,1
2760,31,83,8,1
2761,43,1,64,1
2762,78,60,84,1
2763,56,5,81,1
2764,35,10,72,1
2765,12,51,89,1
2766,30,97,35,1
2767,37,47,40,1
2768,78,88,8,1
2769,46,70,12,1
2770,9,8,26,0
2771,44,90,10,1
2772,3,9,83,1
2773,22,41,55,1
2774,22,99,17,1
2775,97,81,6,1
2776,37,18,70,1
2777,60,19,44,1
2778,96,37,6,0
2779,95,45,32,1
2780,46,96,72,1
2781,50,32,66,1
2782,13,93,12,1
2783,81,51,79,1
2784,74,82,45,1
2785,92,1,40,0
2786,62,40,30,1
2787,99,95,98,1
2788,93,12,65,1
2789,38,20,31,0
2790,50,46,17,0
2791,36,3,9,0
2792,75,85,9,1
2793,41,65,73,1
2794,75,4,99,1
2795,82,78,78,1
2796,8,33,2,0
2797,26,18,11,0
2798,89,58,46,1
2799,15,97,73,1
2800,67,79,66,1
2801,12,44,90,1
2802,92,45,4,0
2803,65,86,70,1
2804,8,31,32,0
2805,65,73,11,1
2806,25,42,70,1
2807,80,4,74,1
2808,9,46,56,1
2809,25,37,90,1
2810,58,28,86,1
2811,52,76,50,1
2812,83,14,27,0
2813,12,72,13,0
2814,69,57,78,1
2815,95,76,73,1
2816,43,15,53,1
2817,99,53,37,1
2818,77,78,42,1
2819,16,43,31,0
2820,55,86,96,1
2821,45,8,89,1
2822,90,24,6,0
2823,11,98,33,1
2824,27,32,82,1
2825,61,13,5,0
2826,50,97,87,1
2827,99,83,1,1
2828,82,88,28,1
2829,76,15,66,1
2830,27,35,58,1
2831,11,52,57,1
2832,67,68,76,1
2833,83,66,86,1
2834,32,30,17,0
2835,70,14,39,0
2836,62,92,41,1
2837,11,23,37,0
2838,14,54,28,0
2839,88,41,6,0
2840,71,18,8,0
2841,42,72,29,1
2842,99,56,20,1
2843,19,87,16,1
2844,9,69,32,1
2845,9,9,77,1
2846,25,55,47,1
2847,15,68,75,1
2848,22,12,93,1
2849,19,91,65,1
2850,2,60,2,0
2851,42,10,77,1
2852,99,86,3,1
2853,35,92,33,1
2854,99,74,59,1
2855,28,48,99,1
2856,38,49,71,1
2857,53,1,89,1
2858,51,40,59,1
2859,92,96,71,1
2860,21,11,64,1
2861,53,80,76,1
2862,94,51,75,1
2863,48,99,45,1
2864,95,54,14,1
2865,92,29,84,1
2866,67,39,48,1
2867,99,63,60,1
2868,12,26,61,1
2869,71,63,77,1
2870,77,73,47,1
2871,80,87,24,1
2872,82,4,73,1
2873,17,79,21,1
2874,12,6,87,1
2875,98,64,96,1
2876,96,98,17,1
2877,36,53,52,1
2878,32,8,31,0
2879,18,58,22,0
2880,7,42,30,0
2881,15,74,9,0
2882,60,96,23,1
2883,25,48,71,1
2884,32,40,91,1
2885,5,14,11,0
2886,35,47,99,1
2887,98,80,49,1
2888,64,22,24,0
2889,11,66,53,1
2890,56,55,95,1
2891,26,3,93,1
2892,6,59,48,1
2893,31,39,12,0
2894,46,84,97,1
2895,74,50,45,1
2896,67,28,31,0
2897,47,35,40,1
2898,45,3,98,1
2899,99,32,77,1
2900,83,79,79,1
2901,19,25,99,1
2902,64,78,97,1
2903,37,85,28,1
2904,48,1,36,0
2905,45,51,91,1
2906,80,94,66,1
2907,83,49,87,1
2908,47,78,57,1
2909,70,7,24,0
2910,49,29,98,1
2911,58,7,69,1
2912,10,95,18,1
2913,97,69,94,1
2914,81,58,35,1
2915,13,27,73,1
2916,47,74,45,1
2917,88,36,71,1
2918,54,5,97,1
2919,86,43,96,1
2920,46,12,93,1
2921,42,31,29,0
2922,48,20,75,1
2923,59,40,16,0
2924,38,80,66,1
2925,8,57,65,1
2926,97,38,31,1
2927,25,52,33,1
2928,7,5,64,0
2929,34,18,1,0
2930,42,15,97,1
2931,11,95,22,1
2932,76,86,18,1
2933,55,98,7,1
2934,57,7,53,1
2935,16,89,98,1
2936,3,91,2,0
2937,47,69,8,0
2938,8,21,37,0
2939,18,45,36,0
2940,11,92,94,1
2941,55,74,14,1
2942,43,10,54,1
2943,96,32,45,1
2944,21,86,38,1
2945,78,16,8,0
2946,70,30,1,0
2947,18,99,43,1
2948,15,28,72,1
2949,51,75,80,1
2950,40,73,31,1
2951,12,33,26,0
2952,58,65,86,1
2953,10,59,49,1
2954,20,63,4,0
2955,10,50,3,0
2956,67,27,30,0
2957,91,6,54,1
2958,43,51,19,0
2959,66,25,2,0
2960,4,39,79,1
2961,63,22,5,0
2962,31,46,75,1
2963,32,94,41,1
2964,4,22,79,1
2965,76,68,69,1
2966,89,31,71,1
2967,53,61,19,1
2968,67,34,43,1
2969,42,98,74,1
2970,37,12,87,1
2971,54,81,20,1
2972,57,35,31,0
2973,28,48,12,0
2974,7,36,76,1
2975,50,6,7,0
2976,2,54,90,1
2977,44,67,87,1
2978,59,2,87,1
2979,15,78,96,1
2980,56,59,1,0
2981,17,51,7,0
2982,4,17,32,0
2983,38,92,9,1
2984,90,52,72,1
2985,41,20,11,0
2986,65,13,81,1
2987,43,71,31,1
2988,93,44,81,1
2989,95,50,64,1
2990,54,97,80,1
2991,71,35,84,1
2992,58,24,17,0
2993,70,38,74,1
2994,85,59,46,1
2995,45,59,43,1
2996,56,56,73,1
2997,94,46,80,1
2998,80,14,71,1
2999,52,37,31,0
3000,8,95,88,1
3001,95,15,62,1
3002,91,94,76,1
3003,59,70,19,1
3004,24,80,22,1
3005,2,43,39,0
3006,82,6,34,0
3007,33,8,81,1
3008,82,73,83,1
3009,53,40,75,1
3010,15,30,24,0
3011,18,22,17,0
3012,28,64,46,1
3013,53,51,31,1
3014,79,23,89,1
3015,41,44,75,1
3016,37,97,27,1
3017,8,91,26,1
3018,60,21,37,0
3019,85,72,45,1
3020,21,15,72,1
3021,54,6,33,0
3022,79,28,98,1
3023,40,25,50,1
3024,75,73,45,1
3025,84,90,52,1
3026,53,73,76,1
3027,30,20,14,0
3028,95,23,82,1
3029,4,90,44,1
3030,13,29,22,0
3031,67,46,42,1
3032,83,21,69,1
3033,59,20,94,1
3034,97,29,21,0
3035,20,47,24,0
3036,45,89,61,1
3037,48,86,9,1
3038,54,94,5,1
3039,48,38,62,1
3040,68,14,89,1
3041,66,6,79,1
3042,8,45,20,0
3043,19,2,92,1
3044,87,12,51,1
3045,3,39,75,1
3046,20,62,60,1
3047,51,61,74,1
3048,13,37,91,1
3049,87,9,16,0
3050,35,94,54,1
3051,64,43,96,1
3052,30,55,50,1
3053,95,5,3,0
3054,24,82,91,1
3055,69,5,38,0
3056,66,13,54,1
3057,36,45,23,0
3058,83,52,67,1
3059,74,55,22,1
3060,47,68,72,1
3061,15,31,82,1
3062,89,20,17,0
3063,17,84,47,1
3064,98,44,87,1
3065,38,35,40,1
3066,71,93,52,1
3067,88,35,74,1
3068,77,32,72,1
3069,53,25,56,1
3070,95,97,88,1
3071,81,60,2,0
3072,10,88,41,1
3073,27,39,24,0
3074,79,55,3,0
3075,37,14,18,0
3076,55,86,99,1
3077,14,32,86,1
3078,52,26,41,1
3079,47,97,45,1
3080,67,36,68,1
3081,40,24,78,1
3082,11,90,44,1
3083,54,39,2,0
3084,48,35,33,0
3085,67,5,96,1
3086,20,66,85,1
3087,32,62,91,1
3088,82,56,52,1
3089,53,58,12,0
3090,46,68,90,1
3091,12,3,70,1
3092,1,17,94,1
3093,7,41,89,1
3094,5,3,85,1
3095,34,49,86,1
3096,82,95,14,1
3097,27,68,2,0
3098,62,63,5,0
3099,98,7,77,1
3100,1,61,49,1
3101,63,62,13,1
3102,45,83,70,1
3103,53,84,47,1
3104,77,51,35,1
3105,13,32,3,0
3106,79,74,39,1
3107,85,3,66,1
3108,93,3,54,1
3109,94,94,15,1
3110,25,81,36,1
3111,98,32,50,1
3112,41,68,39,1
3113,80,40,14,0
3114,34,73,4,0
3115,23,37,5,0
3116,16,81,8,0
3117,48,68,30,1
3118,23,15,97,1
3119,53,21,24,0
3120,79,6,99,1
3121,66,40,80,1
3122,45,45,78,1
3123,80,45,44,1
3124,31,65,62,1
3125,20,10,75,1
3126,74,21,94,1
3127,11,92,60,1
3128,96,52,22,1
3129,4,69,19,0
3130,96,82,87,1
3131,97,30,17,0
3132,40,49,38,1
3133,3,52,68,1
3134,45,25,75,1
3135,57,81,45,1
3136,74,97,20,1
3137,86,48,32,1
3138,22,42,25,0
3139,5,45,22,0
3140,5,37,36,0
3141,25,66,52,1
3142,49,75,67,1
3143,28,37,64,1
3144,56,14,12,0
3145,97,76,79,1
3146,84,47,65,1
3147,76,38,85,1
3148,59,43,42,1
3149,1,3,70,0
3150,56,46,67,1
3151,48,38,57,1
3152,39,42,97,1
3153,6,78,23,1
3154,21,14,27,0
3155,52,6,79,1
3156,99,5,48,1
3157,58,10,59,1
3158,30,8,13,0
3159,6,75,32,1
3160,81,35,2,0
3161,21,93,26,1
3162,93,83,40,1
3163,98,83,95,1
3164,2,62,21,0
3165,93,90,90,1
3166,29,61,59,1
3167,52,14,84,1
3168,78,7,40,0
3169,34,45,62,1
3170,69,70,58,1
3171,52,37,81,1
3172,51,43,77,1
3173,90,35,23,1
3174,90,73,82,1
3175,30,9,19,0
3176,24,26,62,1
3177,31,38,49,1
3178,20,13,25,0
3179,90,56,35,1
3180,39,94,11,1
3181,8,50,28,0
3182,13,14,77,1
3183,15,42,72,1
3184,28,47,61,1
3185,73,12,61,1
3186,17,31,74,1
3187,74,58,45,1
3188,49,55,52,1
3189,53,78,35,1
3190,41,99,23,1
3191,74,18,2,0
3192,11,80,22,1
3193,23,46,12,0
3194,83,58,29,1
3195,21,91,30,1
3196,39,94,23,1
3197,58,84,1,1
3198,56,83,27,1
3199,85,78,90,1
3200,53,23,55,1
3201,84,95,6,1
3202,21,46,94,1
3203,48,70,21,1
3204,67,3,99,1
3205,90,39,4,0
3206,46,97,62,1
3207,65,65,5,0
3208,84,69,89,1
3209,2,31,49,0
3210,51,75,97,1
3211,83,24,21,0
3212,30,35,46,1
3213,43,83,22,1
3214,31,84,63,1
3215,53,38,78,1
3216,34,22,67,1
3217,84,37,68,1
3218,10,93,42,1
3219,88,46,66,1
3220,17,5,91,1
3221,99,82,15,1
3222,1,65,8,0
3223,53,30,96,1
3224,65,58,14,1
3225,90,82,9,1
3226,37,30,8,0
3227,38,75,5,0
3228,80,96,35,1
3229,28,22,73,1
3230,1,97,42,1
3231,63,83,34,1
3232,56,41,56,1
3233,11,61,75,1
3234,85,89,61,1
3235,49,30,75,1
3236,34,23,79,1
3237,88,79,73,1
3238,16,82,64,1
3239,18,21,43,0
3240,76,91,10,1
3241,43,3,88,1
3242,93,87,38,1
3243,76,69,89,1
3244,68,58,57,1
3245,84,59,49,1
3246,4,56,48,1
3247,98,99,88,1
3248,9,35,77,1
3249,50,73,11,1
3250,97,65,39,1
3251,69,78,14,1
3252,59,88,13,1
3253,21,29,88,1
3254,53,32,23,0
3255,30,62,94,1
3256,80,11,16,0
3257,64,7,85,1
3258,66,89,6,1
3259,2,11,76,1
3260,22,50,51,1
3261,88,45,54,1
3262,4,87,42,1
3263,33,3,47,0
3264,81,54,68,1
3265,50,93,11,1
3266,80,21,74,1
3267,55,62,70,1
3268,30,29,74,1
3269,62,97,93,1
3270,14,27,41,0
3271,8,89,49,1
3272,60,10,31,0
3273,38,32,54,1
3274,76,94,96,1
3275,90,42,28,1
3276,96,23,63,1
3277,85,41,43,1
3278,39,76,35,1
3279,42,98,76,1
3280,25,86,24,1
3281,8,79,3,0
3282,28,8,66,1
3283,71,71,50,1
3284,90,38,45,1
3285,19,31,94,1
3286,76,15,3,0
3287,40,8,15,0
3288,23,11,36,0
3289,56,73,72,1
3290,45,55,51,1
3291,62,77,45,1
3292,69,47,21,1
3293,78,39,6,0
3294,70,50,5,0
3295,62,68,5,0
3296,20,66,62,1
3297,59,67,22,1
3298,17,85,52,1
3299,41,71,41,1
3300,72,24,13,0
3301,61,47,45,1
3302,40,60,24,1
3303,88,62,34,1
3304,56,34,94,1
3305,93,79,2,1
3306,42,8,74,1
3307,67,60,20,1
3308,44,89,68,1
3309,36,97,80,1
3310,42,13,21,0
3311,38,10,28,0
3312,29,13,20,0
3313,1,44,73,1
3314,9,11,84,1
3315,7,33,60,1
3316,3,41,46,1
3317,34,18,77,1
3318,55,41,56,1
3319,49,1,19,0
3320,60,28,53,1
3321,16,50,37,1
3322,74,99,26,1
3323,20,34,95,1
3324,22,34,82,1
3325,39,76,75,1
3326,28,68,87,1
3327,84,56,69,1
3328,51,33,2,0
3329,92,57,61,1
3330,37,1,43,0
3331,72,58,23,1
3332,49,4,76,1
3333,98,55,28,1
3334,75,17,92,1
3335,91,38,82,1
3336,39,47,28,0
3337,69,23,76,1
3338,11,59,4,0
3339,2,71,38,1
3340,79,55,66,1
3341,60,73,3,0
3342,20,18,70,1
3343,74,42,65,1
3344,81,65,78,1
3345,98,54,71,1
3346,26,63,31,1
3347,85,97,7,1
3348,86,45,35,1
3349,94,75,9,1
3350,71,75,23,1
3351,76,57,12,1
3352,14,15,10,0
3353,3,44,42,0
3354,91,31,54,1
3355,7,76,58,1
3356,3,13,14,0
3357,50,67,7,0
3358,6,23,44,0
3359,66,81,7,1
3360,5,69,18,0
3361,3,16,52,0
3362,9,99,65,1
3363,77,26,13,0
3364,89,75,12,1
3365,71,21,85,1
3366,72,11,43,1
3367,78,18,23,0
3368,92,40,35,1
3369,7,1,23,0
3370,81,36,2,0
3371,76,90,84,1
3372,23,34,47,1
3373,22,40,78,1
3374,99,1,79,1
3375,96,60,26,1
3376,24,23,21,0
3377,61,21,47,1
3378,85,20,21,0
3379,73,70,57,1
3380,85,2,53,1
3381,60,80,2,1
3382,49,2,36,0
3383,87,84,95,1
3384,99,27,51,1
3385,16,26,34,0
3386,77,43,51,1
3387,32,86,12,1
3388,98,42,84,1
3389,36,12,11,0
3390,42,39,49,1
3391,95,62,35,1
3392,8,57,47,1
3393,1,93,81,1
3394,7,91,12,1
3395,17,75,79,1
3396,63,84,81,1
3397,98,20,95,1
3398,96,75,53,1
3399,3,20,78,1
3400,21,64,89,1
3401,69,24,44,1
3402,61,40,98,1
3403,10,99,89,1
3404,89,57,28,1
3405,17,55,17,0
3406,15,40,21,0
3407,41,2,90,1
3408,30,58,14,0
3409,74,28,96,1
3410,71,64,91,1
3411,76,16,36,0
3412,3,65,46,1
3413,88,4,31,0
3414,92,88,1,1
3415,44,7,40,0
3416,35,37,47,1
3417,82,63,57,1
3418,75,27,89,1
3419,50,76,57,1
3420,23,30,86,1
3421,36,24,84,1
3422,7,2,54,0
3423,14,32,86,1
3424,73,52,77,1
3425,46,68,78,1
3426,43,32,36,0
3427,35,25,46,1
3428,29,18,8,0
3429,70,88,86,1
3430,16,77,2,0
3431,28,48,90,1
3432,14,66,37,1
3433,71,23,96,1
3434,69,95,14,1
3435,18,70,41,1
3436,24,99,33,1
3437,70,5,63,1
3438,17,45,97,1
3439,52,47,8,0
3440,92,15,97,1
3441,4,93,17,1
3442,11,52,5,0
3443,30,18,69,1
3444,94,1,4,0
3445,12,16,40,0
3446,71,61,36,1
3447,86,90,45,1
3448,3,96,46,1
3449,31,91,47,1
3450,67,90,29,1
3451,3,30,14,0
3452,19,65,52,1
3453,65,9,79,1
3454,77,64,89,1
3455,68,43,62,1
3456,76,72,16,1
3457,58,6,80,1
3458,13,7,92,1
3459,20,52,22,0
3460,64,27,51,1
3461,94,13,69,1
3462,98,65,17,1
3463,48,31,97,1
3464,79,93,12,1
3465,21,94,76,1
3466,68,20,6,0
3467,52,26,72,1
3468,24,38,10,0
3469,24,87,81,1
3470,95,5,92,1
3471,11,80,53,1
3472,77,71,1,1
3473,18,26,63,1
3474,64,46,70,1
3475,22,74,74,1
3476,15,3,46,0
3477,91,63,93,1
3478,9,31,16,0
3479,46,17,46,0
3480,81,67,29,1
3481,11,65,44,1
3482,32,96,3,1
3483,97,26,46,1
3484,61,34,1,0
3485,43,67,92,1
3486,41,44,75,1
3487,55,8,94,1
3488,2,17,73,1
3489,9,19,22,0
3490,59,45,32,1
3491,15,68,81,1
3492,67,9,8,0
3493,24,41,52,1
3494,76,33,96,1
3495,38,85,40,1
3496,64,9,32,0
3497,76,48,98,1
3498,23,19,14,0
3499,62,31,56,1
3500,22,98,47,1
3501,38,93,93,1
3502,64,71,26,1
3503,29,83,74,1
3504,90,41,78,1
3505,79,9,28,0
3506,20,43,26,0
3507,60,52,48,1
3508,18,85,72,1
3509,47,59,64,1
3510,13,18,55,0
3511,7,77,19,0
3512,4,13,80,1
3513,95,86,89,1
3514,3,52,99,1
3515,51,26,89,1
3516,68,44,5,0
3517,97,1,69,1
3518,11,5,39,0
3519,92,37,69,1
3520,22,2,44,0
3521,32,9,96,1
3522,83,89,5,1
3523,77,45,92,1
3524,83,30,43,1
3525,27,73,89,1
3526,56,23,82,1
3527,46,99,20,1
3528,41,27,83,1
3529,71,80,73,1
3530,95,11,69,1
3531,93,15,9,0
3532,75,80,11,1
3533,95,8,59,1
3534,8,97,52,1
3535,94,86,70,1
3536,40,85,9,1
3537,82,25,36,1
3538,77,59,82,1
3539,90,38,72,1
3540,40,36,14,0
3541,29,93,31,1
3542,87,14,44,1
3543,73,53,1,0
3544,68,79,11,1
3545,29,32,70,1
3546,77,49,70,1
3547,76,29,35,1
3548,60,10,82,1
3549,15,7,41,0
3550,23,32,75,1
3551,44,75,87,1
3552,76,37,83,1
3553,43,45,5,0
3554,3,66,67,1
3555,8,30,26,0
3556,29,95,18,1
3557,84,29,5,0
3558,34,92,38,1
3559,44,81,41,1
3560,65,72,80,1
3561,80,32,99,1
3562,92,93,38,1
3563,28,47,35,1
3564,89,21,86,1
3565,28,11,53,0
3566,64,98,2,1
3567,20,7,62,0
3568,41,12,56,1
3569,25,94,29,1
3570,66,6,29,0
3571,28,4,42,0
3572,71,56,58,1
3573,31,39,21,0
3574,41,22,28,0
3575,44,8,23,0
3576,20,57,53,1
3577,31,91,85,1
3578,32,78,43,1
3579,71,14,12,0
3580,13,39,78,1
3581,14,38,37,0
3582,35,48,33,1
3583,72,93,19,1
3584,98,78,90,1
3585,14,78,50,1
3586,92,79,13,1
3587,35,59,81,1
3588,62,16,12,0
3589,47,5,93,1
3590,74,21,75,1
3591,95,32,57,1
3592,96,3,83,1
3593,56,32,21,0
3594,49,31,14,0
3595,58,37,32,1
3596,43,12,97,1
3597,87,76,97,1
3598,26,31,13,0
3599,7,71,24,1
3600,56,45,68,1
3601,59,66,58,1
3602,79,67,34,1
3603,22,58,87,1
3604,45,78,18,1
3605,80,92,25,1
3606,31,40,58,1
3607,35,98,69,1
3608,24,28,67,1
3609,23,93,3,0
3610,56,64,43,1
3611,86,6,2,0
3612,38,58,37,1
3613,94,15,20,0
3614,30,68,52,1
3615,99,1,20,0
3616,16,43,94,1
3617,27,4,49,0
3618,23,6,20,0
3619,22,19,95,1
3620,82,4,33,0
3621,9,25,62,1
3622,3,94,43,1
3623,33,17,85,1
3624,55,98,26,1
3625,22,13,47,0
3626,75,32,28,1
3627,2,88,46,1
3628,84,39,52,1
3629,12,60,20,0
3630,59,46,21,0
3631,71,93,71,1
3632,87,35,42,1
3633,2,78,80,1
3634,38,34,97,1
3635,36,20,12,0
3636,21,37,74,1
3637,97,60,59,1
3638,88,81,68,1
3639,81,67,48,1
3640,93,32,20,0
3641,58,18,58,1
3642,19,42,38,0
3643,50,54,71,1
3644,4,62,63,1
3645,60,31,97,1
3646,24,75,53,1
3647,29,42,53,1
3648,60,8,34,0
3649,24,80,63,1
3650,34,2,13,0
3651,27,87,65,1
3652,80,45,76,1
3653,72,60,25,1
3654,84,89,29,1
3655,80,77,47,1
3656,86,85,8,1
3657,92,92,33,1
3658,88,85,93,1
3659,79,72,55,1
3660,63,86,55,1
3661,6,33,15,0
3662,10,61,53,1
3663,60,92,7,1
3664,69,28,39,1
3665,97,69,53,1
3666,94,72,91,1
3667,9,55,45,1
3668,5,43,4,0
3669,3,21,99,1
3670,62,3,59,1
3671,90,58,43,1
3672,14,70,72,1
3673,60,26,24,0
3674,72,29,45,1
3675,20,92,23,1
3676,77,72,18,1
3677,54,60,22,1
3678,89,21,56,1
3679,37,97,81,1
3680,60,84,44,1
3681,45,82,39,1
3682,63,2,21,0
3683,11,71,7,0
3684,71,63,46,1
3685,20,63,11,0
3686,98,32,47,1
3687,22,3,56,0
3688,13,51,34,0
3689,88,35,27,1
3690,40,80,48,1
3691,2,46,29,0
3692,5,78,51,1
3693,20,36,48,1
3694,7,45,58,1
3695,50,92,98,1
3696,31,86,43,1
3697,65,23,73,1
3698,88,44,98,1
3699,77,75,82,1
3700,13,60,67,1
3701,37,56,6,0
3702,96,39,27,1
3703,26,5,11,0
3704,81,44,13,0
3705,54,27,16,0
3706,66,67,6,0
3707,67,41,79,1
3708,87,76,66,1
3709,39,99,57,1
3710,55,23,68,1
3711,92,60,62,1
3712,17,9,69,1
3713,73,8,77,1
3714,71,9,42,0
3715,5,85,90,1
3716,43,41,59,1
3717,99,41,18,1
3718,37,85,8,1
3719,53,93,53,1
3720,54,74,32,1
3721,81,15,99,1
3722,57,98,94,1
3723,46,74,18,1
3724,59,1,90,1
3725,4,7,52,0
3726,42,46,95,1
3727,9,36,77,1
3728,20,22,78,1
3729,90,20,57,1
3730,87,41,25,1
3731,55,71,75,1
3732,85,90,94,1
3733,87,57,27,1
3734,42,24,14,0
3735,53,35,72,1
3736,7,42,49,1
3737,60,94,87,1
3738,15,31,40,0
3739,58,6,99,1
3740,44,97,17,1
3741,40,33,30,0
3742,89,44,65,1
3743,86,95,17,1
3744,30,9,42,0
3745,98,79,73,1
3746,82,21,48,1
3747,60,89,52,1
3748,6,46,89,1
3749,70,98,16,1
3750,63,13,81,1
3751,73,18,83,1
3752,23,70,79,1
3753,76,48,78,1
3754,38,79,94,1
3755,23,20,6,0
3756,5,26,51,0
3757,15,94,29,1
3758,66,34,17,0
3759,29,91,76,1
3760,4,18,2,0
3761,80,7,93,1
3762,45,26,23,0
3763,47,82,37,1
3764,74,28,47,1
3765,83,88,53,1
3766,73,8,85,1
3767,41,74,5,0
3768,25,51,67,1
3769,97,69,76,1
3770,17,79,75,1
3771,21,90,61,1
3772,56,96,47,1
3773,84,70,35,1
3774,70,52,55,1
3775,3,99,32,1
3776,87,99,42,1
3777,6,84,29,1
3778,59,77,68,1
3779,90,86,93,1
3780,69,67,84,1
3781,39,21,48,1
3782,38,37,33,0
3783,98,48,90,1
3784,57,36,40,1
3785,94,11,73,1
3786,17,28,31,0
3787,91,57,88,1
3788,83,33,7,0
3789,88,36,66,1
3790,81,70,56,1
3791,18,29,54,1
3792,81,54,8,0
3793,7,45,65,1
3794,93,27,97,1
3795,51,6,69,1
3796,85,90,41,1
3797,54,34,9,0
3798,40,10,50,0
3799,7,91,29,1
3800,56,46,80,1
3801,36,7,94,1
3802,80,29,90,1
3803,12,99,28,1
3804,91,15,9,0
3805,74,35,28,1
3806,86,12,5,0
3807,79,11,15,0
3808,72,69,18,1
3809,62,36,12,0
3810,5,63,30,1
3811,36,69,28,1
3812,96,3,17,0
3813,29,3,89,1
3814,32,41,97,1
3815,99,41,38,1
3816,92,86,22,1
3817,81,50,75,1
3818,54,39,23,0
3819,34,76,34,1
3820,80,90,61,1
3821,56,36,96,1
3822,52,18,84,1
3823,10,25,36,0
3824,9,92,21,1
3825,53,87,31,1
3826,23,30,52,1
3827,16,81,12,0
3828,23,50,28,0
3829,31,34,15,0
3830,50,57,49,1
3831,76,77,48,1
3832,10,96,25,1
3833,49,71,32,1
3834,93,27,60,1
3835,53,6,97,1
3836,43,17,47,0
3837,25,30,46,1
3838,23,79,3,0
3839,65,40,12,0
3840,31,79,94,1
3841,38,90,62,1
3842,71,10,14,0
3843,6,26,15,0
3844,25,10,28,0
3845,18,89,44,1
3846,32,31,31,0
3847,10,94,67,1
3848,45,10,4,0
3849,5,24,73,1
3850,86,89,49,1
3851,17,26,32,0
3852,87,15,94,1
3853,59,72,54,1
3854,35,54,11,0
3855,4,40,22,0
3856,16,95,95,1
3857,23,10,11,0
3858,71,58,91,1
3859,32,14,49,0
3860,14,85,81,1
3861,23,55,41,1
3862,81,47,6,0
3863,23,77,74,1
3864,6,58,67,1
3865,75,23,99,1
3866,37,46,41,1
3867,82,94,18,1
3868,6,54,17,0
3869,99,54,42,1
3870,12,36,36,0
3871,43,66,28,1
3872,21,43,60,1
3873,12,1,57,0
3874,11,78,17,0
3875,50,48,57,1
3876,48,54,35,1
3877,77,51,15,1
3878,40,23,27,0
3879,57,42,68,1
3880,43,31,87,1
3881,12,40,69,1
3882,84,76,19,1
3883,49,28,77,1
3884,39,19,48,1
3885,60,50,33,1
3886,41,50,87,1
3887,71,80,84,1
3888,86,98,46,1
3889,92,36,22,1
3890,62,25,35,0
3891,7,82,17,1
3892,51,95,56,1
3893,4,69,48,1
3894,61,57,16,1
3895,38,22,1,0
3896,2,31,74,1
3897,31,51,64,1
3898,70,11,41,0
3899,81,81,57,1
3900,72,18,4,0
3901,63,81,68,1
